GEOID,median_income,total_population,pct_nonwhite,pct_no_vehicle,pct_renter
48201100001,98668.0,5442,55.034913634693126,12.283415841584159,100.0
48201210400,44821.0,3908,91.27430910951894,14.545454545454545,52.93706293706294
48201210500,48837.0,4624,89.05709342560554,21.53673583847448,52.94447560291643
48201210600,82321.0,5355,71.76470588235294,17.057291666666664,39.58333333333333
48201210700,51966.0,2215,94.6726862302483,3.329506314580941,31.687715269804823
48201210800,39153.0,2087,99.13751796837566,17.965367965367964,67.53246753246754
48201210900,47117.0,1857,96.39203015616586,12.51798561151079,53.525179856115116
48201211000,31667.0,1853,98.32703723691311,27.308707124010557,45.11873350923483
48201211101,39120.0,2426,81.28606760098928,26.68428005284016,72.12681638044914
48201211102,27844.0,2297,92.86025250326513,6.648575305291724,58.7516960651289
48201211200,22982.0,2393,99.91642290012537,24.594594594594597,64.86486486486487
48201211301,40991.0,2733,99.5609220636663,28.43243243243243,60.75675675675676
48201211302,39871.0,2807,98.39686498040614,23.305407463823304,67.47905559786747
48201211400,74318.0,4226,87.41126360624705,17.116564417177916,49.938650306748464
48201211501,51979.0,3400,94.85294117647058,19.41354903943377,46.814964610717894
48201211502,54900.0,2613,97.43589743589743,7.655502392344498,38.75598086124402
48201211600,47143.0,2991,96.0548311601471,19.174311926605505,46.42201834862386
48201211700,32240.0,3530,95.18413597733712,12.394957983193278,53.851540616246496
48201211900,49050.0,4601,95.41404042599436,5.474452554744526,32.299270072992705
48201212300,62813.0,5128,87.05148205928236,12.005785920925748,65.38090646094503
48201212400,40516.0,3077,99.64250893727656,4.909284951974386,43.11632870864461
48201212500,54966.0,3495,98.39771101573676,8.421797593772116,26.893135173389947
48201220100,43583.0,1400,98.35714285714286,1.7421602787456445,38.501742160278745
48201220200,45833.0,2345,92.92110874200426,10.330578512396695,51.515151515151516
48201220300,53792.0,3840,88.125,10.645431684828164,44.677284157585916
48201220400,50086.0,4544,96.80897887323944,17.00268817204301,47.91666666666667
48201220500,19877.0,3671,91.500953418687,35.900700190961174,76.57542966263526
48201220600,36905.0,3252,99.44649446494465,19.58874458874459,55.3030303030303
48201220701,43889.0,3088,97.44170984455958,23.118279569892472,49.89247311827957
48201220702,31083.0,3560,97.75280898876404,12.489728841413312,50.69843878389483
48201220800,34512.0,3782,95.00264410364886,10.824742268041238,77.92096219931271
48201220900,22412.0,1836,87.69063180827887,20.08797653958944,67.00879765395894
48201221000,41985.0,3469,94.98414528682618,8.16326530612245,51.99222546161322
48201221100,56993.0,3464,95.2944572748268,6.98869475847893,46.76258992805755
48201221200,46832.0,5655,91.75950486295314,4.326923076923077,30.975274725274726
48201221301,66289.0,4057,94.89770766576288,0.0,19.464285714285715
48201221302,51221.0,3307,95.67583912912005,0.0,45.59270516717325
48201221400,33441.0,5588,95.07874015748031,21.337755666113875,59.48037589828634
48201221501,54070.0,5513,86.52276437511337,11.10372340425532,48.736702127659576
48201221502,32625.0,2920,99.31506849315068,14.31451612903226,85.18145161290323
48201221601,60380.0,3346,82.90496114763897,2.1664766248574687,21.55074116305587
48201221602,63893.0,5349,96.111422695831,3.345498783454988,20.498783454987834
48201221701,42078.0,5238,99.48453608247422,9.42079553384508,42.847173761339846
48201221702,36054.0,3031,94.85318376773341,0.0,23.051224944320715
48201221800,50945.0,3925,89.40127388535032,8.056478405315614,41.777408637873755
48201221900,59122.0,5267,98.46212265046516,0.0,28.426395939086298
48201222000,38281.0,2158,86.42261353104726,2.2556390977443606,33.45864661654135
48201222100,41759.0,4865,88.01644398766702,4.662004662004662,31.934731934731936
48201222200,58024.0,3196,91.55193992490614,18.28793774319066,62.2568093385214
48201222300,38770.0,4987,92.17966713454983,0.7209805335255948,23.43186733958183
48201222401,41125.0,3052,89.15465268676279,11.244541484716157,42.467248908296945
48201222402,41671.0,6837,87.05572619569986,3.584607274644175,40.11597258829731
48201222501,38333.0,3188,99.49811794228356,11.931818181818182,78.97727272727273
48201222502,52987.0,3825,94.5359477124183,1.2275731822474032,25.21246458923513
48201222504,38977.0,3292,92.04131227217496,19.52232606438214,94.28868120456906
48201222505,70060.0,3239,93.82525470824329,1.4460511679644048,16.907675194660733
48201222601,33689.0,2146,97.20410065237651,30.625000000000004,100.0
48201222602,29722.0,2329,97.4237870330614,28.999999999999996,100.0
48201222701,11592.0,2779,92.04749910039583,36.90851735015773,83.70136698212409
